اسم المصنع / المنشأة,الاسم بالإنجليزية,القطاع الصناعي,المنطقة الفرعية / المجمع الصناعي,حالة المطابقة مع CRM,الاسم المطابق في السيستم,رقم التليفون,الموقع الإلكتروني,العنوان التفصيلي,رابط Google Maps المباشر,خط العرض (Latitude),خط الطول (Longitude),التصنيف التقني Overture,المعرف الفرعي (Overture ID)
شركة داماس لتجارة السيارات,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201068848866,—,Divided from Al Kafrawei,"https://www.google.com/maps?q=29.958733,30.943735",29.958733,30.943735,car_dealer,154a25a8-9447-4635-9b7a-e720c9bcbe11
"شركة نقل العفش بجسر السويس 01011529453, شركة نقل الاثاث",,نقل بري ولوجستيات وتخزين وأساطيل,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201011529453,https://66a503f013c7c.site123.me/,حدائق اكتوبر ,"https://www.google.com/maps?q=29.966749,30.943296",29.966749,30.943296,movers,241762d0-ec2e-4412-b5f3-e57729e3b066
شركه الجندي لنقل وتغليف ألاثاث,,نقل بري ولوجستيات وتخزين وأساطيل,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201098081284,—,التحرير، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،,"https://www.google.com/maps?q=29.973392,30.943398",29.973392,30.943398,storage_facility,83ed071c-a825-4d9c-a0f7-e25b133be39d
Khyoot masrya خيوط مصرية,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+20238370686,http://www.khyootmasrya.com/,"مول الأسراء بلازا المحور المركزى بعد مسجد الحصرى وقبل النجدة بجوار بى تك وشركة الغاز, Giza, Egypt, 19505","https://www.google.com/maps?q=29.972773,30.943424",29.972773,30.943424,mattress_store,535c7449-eb7c-4fdf-9a07-f61c2e059351
V8 center,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201023956666,—,"Address: October 6, District 11, Al-Hedaya Center","https://www.google.com/maps?q=29.980011,30.943441",29.980011,30.943441,automotive_repair,1e8d5845-36c3-4d2b-977e-72a8330fa51a
Miracle Trade,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201272154584,http://miracle-egy.com/,المحور المركزي ، ابراج برعي بلازا برج رقم 1 الدور 4,"https://www.google.com/maps?q=29.972374,30.943285",29.972374,30.943285,construction_services,c1434657-f571-40cc-b6b5-13acc01d9fd7
شركة خطاب للاستشارات والتسويق العقاري,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201156707178,http://www.elahlya-realestate.com,55 . الحى الثانى السادس من اكتوبر الجيزة,"https://www.google.com/maps?q=29.972248,30.943199",29.972248,30.943199,real_estate_service,9df9bd11-34a9-404d-a08d-39024fee865d
المجموعة العالمية للاستيراد,,صناعات كهربائية وكابلات والكترونيات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201050091339,http://igfi.me/,https://goo.gl/maps/uJe7Up6THgK6me4X6,"https://www.google.com/maps?q=29.972206,30.943596",29.972206,30.943596,computer_store,c695e0a6-d787-49ac-8200-71523e737bd1
دكتور إصلاح كسور وشروخ زجاج السيارات,,مواد بناء ورخام وسيراميك وخرسانة جاهزة,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201152202211,http://www.doctorglasseg.com/,السادس من اكتوبر,"https://www.google.com/maps?q=29.966574,30.943638",29.966574,30.943638,auto_glass_service,b3980bf6-0bc3-4c60-bf8c-06ac2e57b644
MERAKI Marketing Agency,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201064844256,https://meraki-ma-eg.business.site/,"43 Al Mehwar Al Markazi, Hosary Sq","https://www.google.com/maps?q=29.971231,30.943634",29.971231,30.943634,marketing_agency,5c029981-977e-42fd-88e3-493bf740b86f
الشروق فيبركوم للفيبرجلاس الاول في مصر والشرق الاوسط,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201098945021,http://www.alshroukfiber-com.com/,الحصري اكتوبر,"https://www.google.com/maps?q=29.962688,30.943657",29.962688,30.943657,industrial_company,0725cabe-7a34-4c6d-8c51-af80b766ccc6
شركة آل علي للزجاج والبللور واعمال السيكوريت,,مواد بناء ورخام وسيراميك وخرسانة جاهزة,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201223543420,http://al-ali-glass.com/,محور الكفراوي,"https://www.google.com/maps?q=29.964918,30.944101",29.964918,30.944101,commercial_industrial,cbfe6569-e7ac-4727-9791-348d3ff44e20
منابت,,صناعات غذائية ومشروبات ومطاحن,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201008827996,—,د.عبدالرحمن,"https://www.google.com/maps?q=29.961809,30.944166",29.961809,30.944166,health_food_store,81579b70-0d97-4a48-b7fc-a028b15e1f92
Octometal Engineering Contractors,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201008288171,https://octometal.com/,742 مخازن الشباب منطقة 300 متر,"https://www.google.com/maps?q=29.973541,30.944172",29.973541,30.944172,metal_fabricator,1cca6987-4c9c-4a6e-8c64-7d7246bd400d
شركة النصر السورية للشحن الدولي,,نقل بري ولوجستيات وتخزين وأساطيل,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201095854421,https://x.com/AlnasrShipping,"Al Hay Al Thani, ","https://www.google.com/maps?q=29.980131,30.944231",29.980131,30.944231,freight_and_cargo_service,62652b45-73fc-4c55-9138-19b79fbd4343
Print Services,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201066756404,https://www.instagram.com/printservice.eg/,السادس من اكتوبر,"https://www.google.com/maps?q=29.974108,30.943956",29.974108,30.943956,business_advertising,5ed9ee3f-aef0-4288-9540-b4dbf950592d
الفارسان لايجار السيارات,,نقل بري ولوجستيات وتخزين وأساطيل,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201006718888,—,XWFW+X6MFirst 6th of OctoberGiza Governorate,"https://www.google.com/maps?q=29.974907,30.943874",29.974907,30.943874,car_rental_agency,a9f5eb62-4706-45fd-887e-c1761e4110c2
مركز خدمة اوريجينال,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201006587025,https://m.facebook.com/groups/277742395927490/?ref=share&mibextid=NSMWBT,Unnamed Road,"https://www.google.com/maps?q=29.984976,30.944498",29.984976,30.944498,automotive_repair,921cbb60-aba9-4625-bc09-01f79c6bc6a2
"شركات نقل الاثاث 6 اكتوبر ,شركة نقل اثاث بالشيخ زايد, نقل اثاث بالهرم وفيصل",,نقل بري ولوجستيات وتخزين وأساطيل,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201122616120,https://furniture-transfer.com/,ميدان الحصري، 6 october السادس من اكتوبر,"https://www.google.com/maps?q=29.972591,30.944609",29.972591,30.944609,freight_and_cargo_service,07142594-38be-4043-afa7-905823ffefe7
البركة للتطوير العقاري,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201148822229,—,برج، 5 Al Mehwar Al Markazi,"https://www.google.com/maps?q=29.973347,30.944593",29.973347,30.944593,corporate_office,99905f99-4f1e-42be-ba04-a2b32cd19900
شركة المستقبل لتاجير وتشغيل السيارات,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201159000015,https://am-group-eg.com/,El-Tahrir Rd,"https://www.google.com/maps?q=29.973312,30.944494",29.973312,30.944494,tours,ab7b7c9f-a449-48eb-b49b-b1a9ae4546d2
الملكة للمفروشات,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201128309651,https://www.almasalinens.store/,برج - ز، ممر السوريين ميدان الحصري 6أكتوبر,"https://www.google.com/maps?q=29.974285,30.944439",29.974285,30.944439,mattress_store,6b7f9a2e-408c-4f6c-b3da-583b3446aa3c
Star Gym October,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201005682407,—,"بجوار مدرسه الرضوى، ٣٨٠ شارع يثرب من شارع, El-Higaz","https://www.google.com/maps?q=29.978823,30.944256",29.978823,30.944256,gym,2b61bffb-ebd0-4743-b42e-11ac1c5e3505
البيت للتصميمات والاستشارات الهندسية,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,—,http://www.albayte.com/,برج سرايا الجزيرة - ابراج لاسيتي - شارع جامعة 6 اكتوبر,"https://www.google.com/maps?q=29.972317,30.944309",29.972317,30.944309,construction_services,cec4b6d2-bd2b-4273-9007-4276e0673e46
دريم للاعلان,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201141333242,https://egyvisiontime.com/,السادس من اكتوبر,"https://www.google.com/maps?q=29.974365,30.944302",29.974365,30.944302,advertising_agency,2c21f7a5-da93-4034-89a0-853b7dfc9969
شركة دمياط فرنتشر بأكتوبر,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201111343928,https://dumyat-furniture.com/ar,محور الكفراوي - الحي الثاني - المجاورة السادسة مبني 1709- بجوار سنتر منهاتن \nلسهولة التواصل واتس او اتصال � 01111343928,"https://www.google.com/maps?q=29.959509,30.944136",29.959509,30.944136,furniture_store,54e84a3d-c8a5-4851-aa9f-31638987c45c
شركة أولاد مبارك للاستثمار والتسويق العقاري,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201119123681,—,"ربوة أكتوبر الحى الأول شارع أولاد, مبارك","https://www.google.com/maps?q=29.903135,30.943165",29.903135,30.943165,home_goods_store,10cc64bd-da13-4232-a626-550a62931844
B&D,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201553443096,—,El-Tahrir Rd,"https://www.google.com/maps?q=29.958645,30.945225",29.958645,30.945225,construction_services,9a4848a5-4cb6-484f-960f-74da4f35cb6e
AFS,,صناعات كهربائية وكابلات والكترونيات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201005385871,—,السادس من اكتوبر,"https://www.google.com/maps?q=29.967594,30.944731",29.967594,30.944731,contractor,dec27bd2-a4c6-426d-8ffe-a65eec8f5576
اعلانات,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201113232330,https://hmadvs1.blogspot.com/,ميدان الحصري الحي الاول ٦اكتوبر قسم اول اكتوبر 6,"https://www.google.com/maps?q=29.971251,30.944994",29.971251,30.944994,marketing_agency,30ddd2f6-d909-44d4-ae57-17206950d737
No Name Scarf,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201100108918,—,"دياموند مول، مدينة 6 اكتوبر الحصري المحور المركزي, الحصري","https://www.google.com/maps?q=29.975218,30.944834",29.975218,30.944834,shopping_center,b0a24e17-5b09-40a1-9c5c-2642e77f6fb9
حصري أكتوبر,,صناعات غذائية ومشروبات ومطاحن,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201126667977,—,٦أكتوبر ,"https://www.google.com/maps?q=29.974463,30.944868",29.974463,30.944868,grocery_store,00087a50-a242-464f-b624-ca3d724339be
لوتس للجرارات والمعدات الزراعية,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+20225866877,http://www.lotusgroupeg.com/,المحور المركزي، ميدان الحصري، مدينة ٦ اكتوبر، الجيزة,"https://www.google.com/maps?q=29.972963,30.944862",29.972963,30.944862,agricultural_service,30f7a705-920b-4925-8a95-509e876e3d7a
